transaction_id,timestamp,amount,merchant_category,payment_mode,location_type,is_successful,transaction_hour,day_of_week
TXN100497,2024-07-25 04:37:00,169.1,Fuel,AutoPay,Urban,Yes,4,Thursday
TXN100388,2024-07-25 04:41:00,2941.42,Other,AutoPay,Rural,No,4,Thursday
TXN100236,2024-07-25 17:00:00,4461.64,Bills & Utilities,Contact,Urban,No,17,Thursday
TXN100350,2024-07-26 19:09:00,3794.67,Bills & Utilities,QR,Rural,No,19,Friday
TXN100015,2024-07-28 14:25:00,2315.58,Shopping,Online,Semi-Urban,No,14,Sunday
TXN100089,2024-07-28 20:31:00,4586.35,Fuel,QR,Urban,No,20,Sunday
TXN100085,2024-07-29 12:28:00,4559.36,Entertainment,Online,Urban,No,12,Monday
TXN100006,2024-07-31 09:24:00,4396.65,Travel,Online,Rural,No,9,Wednesday
TXN100305,2024-08-01 11:12:00,342.21,Bills & Utilities,Contact,Semi-Urban,Yes,11,Thursday
TXN100163,2024-08-01 12:26:00,1913.11,Groceries,Online,Urban,Yes,12,Thursday
TXN100169,2024-08-02 06:11:00,4513.74,Shopping,QR,Urban,No,6,Friday
TXN100419,2024-08-02 14:41:00,1217.6,Fuel,Online,Rural,Yes,14,Friday
TXN100197,2024-08-02 19:22:00,572.32,Other,QR,Rural,Yes,19,Friday
TXN100047,2024-08-03 18:16:00,1072.93,Groceries,Online,Urban,Yes,18,Saturday
TXN100087,2024-08-05 05:52:00,150.99,Fuel,QR,Urban,Yes,5,Monday
TXN100433,2024-08-06 02:07:00,1663.42,Travel,Contact,Urban,No,2,Tuesday
TXN100358,2024-08-06 13:44:00,4737.5,Travel,AutoPay,Semi-Urban,No,13,Tuesday
TXN100463,2024-08-07 15:27:00,1673.07,Shopping,AutoPay,Urban,No,15,Wednesday
TXN100018,2024-08-07 16:52:00,4001.33,Online Services,Contact,Rural,Yes,16,Wednesday
TXN100415,2024-08-07 18:39:00,4158.29,Groceries,Contact,Semi-Urban,Yes,18,Wednesday
TXN100176,2024-08-08 08:41:00,1620.43,Shopping,Online,Rural,Yes,8,Thursday
TXN100293,2024-08-08 11:17:00,78.34,Other,AutoPay,Rural,No,11,Thursday
TXN100032,2024-08-08 14:12:00,517.85,Entertainment,AutoPay,Rural,Yes,14,Thursday
TXN100191,2024-08-11 00:34:00,1041.67,Groceries,QR,Rural,Yes,0,Sunday
TXN100317,2024-08-11 07:27:00,3123.74,Health & Pharmacy,Contact,Urban,No,7,Sunday
TXN100425,2024-08-11 11:37:00,4728.56,Bills & Utilities,Contact,Urban,Yes,11,Sunday
TXN100288,2024-08-12 03:24:00,309.7,Fuel,Contact,Urban,Yes,3,Monday
TXN100268,2024-08-12 08:34:00,1302.17,Shopping,QR,Urban,No,8,Monday
TXN100462,2024-08-12 17:08:00,3666.58,Food & Dining,QR,Urban,Yes,17,Monday
TXN100384,2024-08-13 08:38:00,3104.94,Shopping,Contact,Urban,Yes,8,Tuesday
TXN100192,2024-08-13 11:26:00,4696.07,Shopping,QR,Semi-Urban,No,11,Tuesday
TXN100122,2024-08-13 19:12:00,2479.04,Online Services,Contact,Semi-Urban,No,19,Tuesday
TXN100356,2024-08-15 02:36:00,4413.87,Health & Pharmacy,QR,Semi-Urban,Yes,2,Thursday
TXN100322,2024-08-15 14:23:00,258.09,Online Services,Contact,Semi-Urban,No,14,Thursday
TXN100029,2024-08-16 02:58:00,3197.47,Other,Online,Rural,No,2,Friday
TXN100455,2024-08-16 12:50:00,3295.19,Online Services,Online,Rural,No,12,Friday
TXN100140,2024-08-17 05:27:00,1437.23,Health & Pharmacy,AutoPay,Rural,Yes,5,Saturday
TXN100007,2024-08-19 22:13:00,302.59,Shopping,Online,Rural,Yes,22,Monday
TXN100157,2024-08-23 16:52:00,91.26,Online Services,QR,Semi-Urban,Yes,16,Friday
TXN100499,2024-08-23 20:11:00,2457.92,Groceries,Contact,Rural,Yes,20,Friday
TXN100448,2024-08-24 17:58:00,4354.81,Fuel,AutoPay,Semi-Urban,No,17,Saturday
TXN100429,2024-08-24 19:44:00,3892.96,Online Services,Online,Urban,No,19,Saturday
TXN100186,2024-08-25 12:34:00,1084.09,Travel,QR,Rural,Yes,12,Sunday
TXN100389,2024-08-27 06:47:00,2923.46,Travel,AutoPay,Semi-Urban,Yes,6,Tuesday
TXN100238,2024-08-27 14:11:00,3583.59,Travel,QR,Rural,No,14,Tuesday
TXN100103,2024-08-27 21:40:00,123.87,Groceries,Online,Rural,No,21,Tuesday
TXN100056,2024-08-28 18:52:00,723.54,Food & Dining,Contact,Semi-Urban,Yes,18,Wednesday
TXN100110,2024-08-28 22:50:00,3332.44,Fuel,Contact,Urban,No,22,Wednesday
TXN100202,2024-08-29 01:01:00,1640.15,Groceries,QR,Urban,No,1,Thursday
TXN100487,2024-08-30 17:06:00,2714.87,Entertainment,AutoPay,Semi-Urban,No,17,Friday
TXN100135,2024-08-30 18:26:00,2974.21,Online Services,Contact,Urban,Yes,18,Friday
TXN100397,2024-08-31 09:18:00,1748.15,Food & Dining,AutoPay,Semi-Urban,Yes,9,Saturday
TXN100071,2024-08-31 21:17:00,146.18,Online Services,AutoPay,Rural,Yes,21,Saturday
TXN100298,2024-09-01 00:55:00,4447.94,Food & Dining,QR,Urban,Yes,0,Sunday
TXN100421,2024-09-02 11:29:00,4591.38,Food & Dining,AutoPay,Semi-Urban,No,11,Monday
TXN100444,2024-09-02 16:18:00,3281.67,Bills & Utilities,Contact,Semi-Urban,Yes,16,Monday
TXN100475,2024-09-02 20:22:00,4216.8,Bills & Utilities,AutoPay,Urban,No,20,Monday
TXN100132,2024-09-04 06:57:00,1230.83,Food & Dining,Contact,Rural,No,6,Wednesday
TXN100222,2024-09-04 13:54:00,4436.45,Groceries,AutoPay,Semi-Urban,Yes,13,Wednesday
TXN100383,2024-09-04 15:16:00,2888.44,Entertainment,Contact,Semi-Urban,Yes,15,Wednesday
TXN100300,2024-09-05 02:38:00,1584.35,Other,Contact,Urban,No,2,Thursday
TXN100273,2024-09-05 04:14:00,4455.37,Online Services,Contact,Urban,No,4,Thursday
TXN100081,2024-09-06 03:37:00,594.47,Health & Pharmacy,Online,Urban,No,3,Friday
TXN100152,2024-09-07 15:43:00,4940.43,Groceries,Online,Urban,Yes,15,Saturday
TXN100269,2024-09-08 05:34:00,341.6,Health & Pharmacy,Online,Semi-Urban,No,5,Sunday
TXN100115,2024-09-08 15:40:00,2147.08,Other,QR,Rural,No,15,Sunday
TXN100381,2024-09-08 18:09:00,1823.96,Fuel,AutoPay,Urban,No,18,Sunday
TXN100218,2024-09-08 20:06:00,2258.8,Health & Pharmacy,Contact,Semi-Urban,Yes,20,Sunday
TXN100345,2024-09-08 20:42:00,1902.61,Entertainment,AutoPay,Rural,Yes,20,Sunday
TXN100440,2024-09-10 04:31:00,2293.47,Bills & Utilities,Online,Urban,Yes,4,Tuesday
TXN100364,2024-09-11 00:01:00,3749.83,Bills & Utilities,QR,Rural,No,0,Wednesday
TXN100284,2024-09-11 02:53:00,1161.28,Travel,QR,Urban,Yes,2,Wednesday
TXN100201,2024-09-13 03:16:00,3669.78,Travel,AutoPay,Urban,Yes,3,Friday
TXN100000,2024-09-13 22:02:00,1399.65,Fuel,QR,Rural,No,22,Friday
TXN100259,2024-09-14 21:36:00,1888.9,Travel,Online,Semi-Urban,Yes,21,Saturday
TXN100235,2024-09-15 13:22:00,2038.46,Online Services,Contact,Rural,No,13,Sunday
TXN100370,2024-09-15 17:08:00,2389.22,Fuel,Contact,Semi-Urban,Yes,17,Sunday
TXN100084,2024-09-16 16:22:00,2251.84,Travel,AutoPay,Urban,No,16,Monday
TXN100153,2024-09-17 04:00:00,3439.76,Other,QR,Urban,No,4,Tuesday
TXN100324,2024-09-18 10:52:00,3787.97,Food & Dining,Online,Rural,No,10,Wednesday
TXN100031,2024-09-18 13:06:00,4025.76,Entertainment,QR,Rural,No,13,Wednesday
TXN100228,2024-09-18 15:37:00,2678.28,Groceries,AutoPay,Semi-Urban,Yes,15,Wednesday
TXN100258,2024-09-19 16:48:00,4100.51,Health & Pharmacy,Contact,Urban,No,16,Thursday
TXN100310,2024-09-19 17:32:00,3140.49,Other,AutoPay,Urban,Yes,17,Thursday
TXN100206,2024-09-20 11:59:00,2593.7,Online Services,QR,Urban,No,11,Friday
TXN100234,2024-09-20 20:50:00,827.01,Entertainment,Contact,Semi-Urban,No,20,Friday
TXN100080,2024-09-21 02:13:00,2070.36,Health & Pharmacy,AutoPay,Rural,Yes,2,Saturday
TXN100250,2024-09-21 09:37:00,2438.1,Bills & Utilities,Online,Urban,No,9,Saturday
TXN100109,2024-09-23 20:56:00,2078.37,Travel,AutoPay,Urban,No,20,Monday
TXN100092,2024-09-24 11:26:00,3549.03,Food & Dining,Online,Urban,Yes,11,Tuesday
TXN100146,2024-09-25 16:38:00,2556.87,Shopping,QR,Urban,Yes,16,Wednesday
TXN100009,2024-09-28 03:22:00,3566.82,Other,Online,Semi-Urban,No,3,Saturday
TXN100043,2024-09-28 13:26:00,4382.0,Groceries,QR,Rural,No,13,Saturday
TXN100366,2024-09-30 15:45:00,4430.85,Bills & Utilities,AutoPay,Semi-Urban,No,15,Monday
TXN100090,2024-10-02 23:17:00,565.08,Food & Dining,Contact,Semi-Urban,No,23,Wednesday
TXN100313,2024-10-05 10:54:00,4479.08,Health & Pharmacy,Online,Rural,No,10,Saturday
TXN100484,2024-10-05 16:32:00,1466.21,Online Services,Online,Rural,Yes,16,Saturday
TXN100246,2024-10-06 03:29:00,231.74,Groceries,AutoPay,Rural,No,3,Sunday
TXN100067,2024-10-08 12:23:00,1755.88,Online Services,Contact,Semi-Urban,No,12,Tuesday
TXN100139,2024-10-08 19:09:00,2535.85,Food & Dining,Online,Urban,No,19,Tuesday
TXN100058,2024-10-08 22:38:00,350.57,Entertainment,Online,Rural,Yes,22,Tuesday
TXN100077,2024-10-09 07:34:00,3671.28,Health & Pharmacy,QR,Urban,No,7,Wednesday
TXN100290,2024-10-10 03:19:00,2938.3,Travel,Online,Rural,No,3,Thursday
TXN100072,2024-10-11 14:09:00,1591.39,Health & Pharmacy,QR,Rural,Yes,14,Friday
TXN100347,2024-10-12 01:36:00,3183.25,Health & Pharmacy,Online,Urban,Yes,1,Saturday
TXN100465,2024-10-12 23:56:00,1093.66,Groceries,Online,Rural,Yes,23,Saturday
TXN100402,2024-10-14 20:26:00,936.98,Other,QR,Urban,No,20,Monday
TXN100194,2024-10-15 17:26:00,1902.16,Health & Pharmacy,AutoPay,Urban,Yes,17,Tuesday
TXN100498,2024-10-15 17:36:00,3401.27,Groceries,QR,Rural,Yes,17,Tuesday
TXN100343,2024-10-16 04:55:00,3572.04,Shopping,QR,Rural,No,4,Wednesday
TXN100106,2024-10-16 06:58:00,2257.43,Shopping,Contact,Semi-Urban,No,6,Wednesday
TXN100083,2024-10-16 12:28:00,1928.73,Health & Pharmacy,QR,Rural,No,12,Wednesday
TXN100495,2024-10-17 05:46:00,140.44,Travel,Online,Urban,No,5,Thursday
TXN100203,2024-10-18 10:47:00,3100.32,Entertainment,Online,Urban,No,10,Friday
TXN100267,2024-10-19 05:54:00,17.62,Travel,Contact,Semi-Urban,Yes,5,Saturday
TXN100332,2024-10-20 06:48:00,2369.41,Other,Contact,Urban,No,6,Sunday
TXN100491,2024-10-21 03:36:00,4130.97,Online Services,AutoPay,Rural,Yes,3,Monday
TXN100180,2024-10-22 05:50:00,1262.48,Fuel,QR,Urban,No,5,Tuesday
TXN100457,2024-10-22 15:08:00,4963.92,Groceries,QR,Urban,No,15,Tuesday
TXN100065,2024-10-22 19:19:00,553.75,Entertainment,QR,Urban,Yes,19,Tuesday
TXN100233,2024-10-22 20:21:00,3776.13,Fuel,AutoPay,Semi-Urban,Yes,20,Tuesday
TXN100450,2024-10-23 22:33:00,4369.66,Food & Dining,AutoPay,Semi-Urban,Yes,22,Wednesday
TXN100075,2024-10-24 00:27:00,993.7,Fuel,Online,Urban,Yes,0,Thursday
TXN100285,2024-10-24 03:23:00,4741.37,Health & Pharmacy,Online,Semi-Urban,Yes,3,Thursday
TXN100302,2024-10-25 06:11:00,2193.75,Groceries,Online,Semi-Urban,Yes,6,Friday
TXN100470,2024-10-25 12:19:00,167.43,Health & Pharmacy,AutoPay,Semi-Urban,No,12,Friday
TXN100344,2024-10-25 15:09:00,377.36,Shopping,Online,Rural,Yes,15,Friday
TXN100199,2024-10-26 02:27:00,1415.72,Bills & Utilities,AutoPay,Semi-Urban,Yes,2,Saturday
TXN100158,2024-10-26 05:29:00,151.51,Fuel,QR,Urban,Yes,5,Saturday
TXN100365,2024-10-26 19:40:00,1500.0,Other,AutoPay,Urban,No,19,Saturday
TXN100436,2024-10-26 20:35:00,690.64,Fuel,Online,Rural,No,20,Saturday
TXN100082,2024-10-27 13:43:00,4213.86,Entertainment,Online,Urban,No,13,Sunday
TXN100417,2024-10-28 08:32:00,3508.03,Health & Pharmacy,AutoPay,Rural,No,8,Monday
TXN100119,2024-10-28 18:40:00,4950.92,Travel,AutoPay,Rural,No,18,Monday
TXN100283,2024-10-29 18:05:00,611.67,Entertainment,Contact,Urban,Yes,18,Tuesday
TXN100256,2024-10-31 02:37:00,2842.51,Fuel,AutoPay,Rural,Yes,2,Thursday
TXN100468,2024-11-01 01:29:00,772.99,Online Services,AutoPay,Semi-Urban,No,1,Friday
TXN100428,2024-11-01 12:39:00,3420.97,Shopping,Contact,Semi-Urban,No,12,Friday
TXN100387,2024-11-02 03:25:00,4702.66,Food & Dining,QR,Semi-Urban,Yes,3,Saturday
TXN100301,2024-11-03 15:00:00,4703.7,Shopping,AutoPay,Urban,No,15,Sunday
TXN100394,2024-11-03 17:02:00,4005.72,Food & Dining,AutoPay,Rural,No,17,Sunday
TXN100068,2024-11-03 21:14:00,2634.86,Groceries,AutoPay,Semi-Urban,No,21,Sunday
TXN100271,2024-11-04 18:29:00,1470.78,Health & Pharmacy,Contact,Urban,Yes,18,Monday
TXN100188,2024-11-04 20:32:00,4345.45,Bills & Utilities,QR,Rural,Yes,20,Monday
TXN100026,2024-11-05 12:04:00,4734.66,Bills & Utilities,Online,Semi-Urban,No,12,Tuesday
TXN100113,2024-11-05 19:00:00,1899.61,Bills & Utilities,QR,Semi-Urban,Yes,19,Tuesday
TXN100474,2024-11-07 13:42:00,3866.8,Food & Dining,Online,Urban,Yes,13,Thursday
TXN100102,2024-11-07 19:00:00,4630.4,Food & Dining,Online,Rural,Yes,19,Thursday
TXN100340,2024-11-08 05:00:00,4788.06,Health & Pharmacy,Online,Urban,Yes,5,Friday
TXN100151,2024-11-08 07:10:00,2584.99,Online Services,QR,Rural,No,7,Friday
TXN100443,2024-11-08 23:04:00,2251.33,Online Services,QR,Semi-Urban,Yes,23,Friday
TXN100005,2024-11-08 23:37:00,2072.11,Health & Pharmacy,QR,Semi-Urban,Yes,23,Friday
TXN100496,2024-11-09 13:06:00,3321.11,Bills & Utilities,AutoPay,Urban,Yes,13,Saturday
TXN100020,2024-11-09 15:05:00,2663.16,Food & Dining,QR,Semi-Urban,No,15,Saturday
TXN100281,2024-11-11 20:07:00,3936.91,Groceries,Online,Rural,Yes,20,Monday
TXN100039,2024-11-12 12:45:00,1072.28,Health & Pharmacy,QR,Semi-Urban,Yes,12,Tuesday
TXN100354,2024-11-16 18:46:00,340.45,Travel,Online,Urban,Yes,18,Saturday
TXN100116,2024-11-16 23:52:00,3576.14,Other,Contact,Rural,No,23,Saturday
TXN100458,2024-11-17 19:35:00,1001.8,Online Services,Online,Semi-Urban,Yes,19,Sunday
TXN100189,2024-11-18 13:01:00,567.33,Groceries,AutoPay,Urban,No,13,Monday
TXN100270,2024-11-18 14:44:00,3900.37,Food & Dining,Online,Rural,No,14,Monday
TXN100241,2024-11-18 22:57:00,2557.78,Food & Dining,QR,Rural,No,22,Monday
TXN100264,2024-11-19 00:05:00,2945.77,Health & Pharmacy,QR,Rural,Yes,0,Tuesday
TXN100371,2024-11-19 12:44:00,3963.62,Other,Online,Semi-Urban,Yes,12,Tuesday
TXN100399,2024-11-19 17:37:00,863.35,Fuel,AutoPay,Rural,No,17,Tuesday
TXN100315,2024-11-22 10:14:00,1867.64,Health & Pharmacy,AutoPay,Semi-Urban,No,10,Friday
TXN100403,2024-11-23 01:31:00,831.01,Groceries,Contact,Semi-Urban,No,1,Saturday
TXN100459,2024-11-23 08:14:00,385.08,Bills & Utilities,QR,Semi-Urban,No,8,Saturday
TXN100011,2024-11-23 23:51:00,656.67,Travel,Contact,Urban,No,23,Saturday
TXN100338,2024-11-24 04:15:00,662.44,Health & Pharmacy,QR,Urban,No,4,Sunday
TXN100359,2024-11-24 22:32:00,2216.88,Shopping,AutoPay,Rural,No,22,Sunday
TXN100174,2024-11-25 12:37:00,786.05,Fuel,QR,Rural,No,12,Monday
TXN100253,2024-11-25 14:16:00,456.07,Online Services,Online,Urban,Yes,14,Monday
TXN100198,2024-11-27 23:52:00,3259.55,Bills & Utilities,Online,Rural,No,23,Wednesday
TXN100230,2024-11-28 13:48:00,2281.53,Bills & Utilities,AutoPay,Urban,Yes,13,Thursday
TXN100386,2024-11-29 15:33:00,26.2,Bills & Utilities,Online,Rural,Yes,15,Friday
TXN100286,2024-11-29 19:45:00,4720.5,Fuel,QR,Rural,Yes,19,Friday
TXN100130,2024-11-30 11:47:00,357.11,Groceries,Online,Rural,No,11,Saturday
TXN100226,2024-12-01 10:24:00,3557.27,Other,Online,Semi-Urban,No,10,Sunday
TXN100482,2024-12-01 21:29:00,4803.6,Online Services,AutoPay,Semi-Urban,Yes,21,Sunday
TXN100210,2024-12-02 07:16:00,1649.62,Bills & Utilities,Online,Rural,No,7,Monday
TXN100423,2024-12-02 12:10:00,1882.57,Food & Dining,AutoPay,Urban,Yes,12,Monday
TXN100367,2024-12-03 07:48:00,1685.21,Entertainment,QR,Urban,No,7,Tuesday
TXN100217,2024-12-05 20:08:00,2026.26,Shopping,AutoPay,Rural,No,20,Thursday
TXN100001,2024-12-06 11:00:00,3250.0,Groceries,QR,Urban,Yes,11,Friday
TXN100060,2024-12-06 23:49:00,159.07,Other,Online,Semi-Urban,No,23,Friday
TXN100434,2024-12-10 18:50:00,587.36,Bills & Utilities,AutoPay,Rural,Yes,18,Tuesday
TXN100045,2024-12-10 23:41:00,870.19,Travel,Contact,Urban,Yes,23,Tuesday
TXN100142,2024-12-11 08:29:00,3374.06,Shopping,Online,Rural,No,8,Wednesday
TXN100017,2024-12-12 01:52:00,3628.99,Entertainment,Contact,Rural,No,1,Thursday
TXN100027,2024-12-12 14:32:00,2351.82,Food & Dining,AutoPay,Urban,No,14,Thursday
TXN100086,2024-12-13 12:07:00,3265.46,Other,AutoPay,Rural,Yes,12,Friday
TXN100136,2024-12-13 15:22:00,3534.68,Other,Online,Semi-Urban,No,15,Friday
TXN100486,2024-12-14 11:10:00,1429.29,Travel,AutoPay,Semi-Urban,No,11,Saturday
TXN100349,2024-12-14 18:47:00,4456.75,Fuel,Contact,Rural,No,18,Saturday
TXN100166,2024-12-15 08:58:00,872.0,Bills & Utilities,Contact,Urban,Yes,8,Sunday
TXN100049,2024-12-16 00:30:00,3592.78,Online Services,Online,Semi-Urban,Yes,0,Monday
TXN100471,2024-12-16 03:10:00,404.07,Entertainment,Contact,Urban,No,3,Monday
TXN100431,2024-12-16 20:09:00,2687.35,Travel,AutoPay,Urban,Yes,20,Monday
TXN100494,2024-12-16 20:50:00,132.26,Other,Contact,Rural,No,20,Monday
TXN100209,2024-12-17 04:24:00,3253.17,Entertainment,Online,Rural,Yes,4,Tuesday
TXN100287,2024-12-17 07:46:00,4954.65,Entertainment,AutoPay,Semi-Urban,No,7,Tuesday
TXN100257,2024-12-17 11:32:00,3484.22,Other,Online,Semi-Urban,No,11,Tuesday
TXN100316,2024-12-19 06:18:00,3912.95,Fuel,QR,Semi-Urban,Yes,6,Thursday
TXN100401,2024-12-20 00:04:00,1888.85,Shopping,QR,Rural,Yes,0,Friday
TXN100244,2024-12-20 11:33:00,3132.44,Travel,QR,Semi-Urban,No,11,Friday
TXN100193,2024-12-21 14:09:00,3719.24,Bills & Utilities,AutoPay,Rural,Yes,14,Saturday
TXN100460,2024-12-22 15:48:00,1882.6,Travel,Contact,Rural,No,15,Sunday
TXN100464,2024-12-22 16:55:00,1537.56,Groceries,QR,Rural,No,16,Sunday
TXN100252,2024-12-26 00:45:00,1372.33,Travel,Contact,Semi-Urban,No,0,Thursday
TXN100329,2024-12-27 01:12:00,3332.19,Entertainment,Online,Semi-Urban,No,1,Friday
TXN100215,2024-12-27 15:47:00,4231.05,Travel,QR,Urban,Yes,15,Friday
TXN100396,2024-12-28 11:55:00,2842.29,Online Services,Online,Rural,Yes,11,Saturday
TXN100225,2024-12-28 12:56:00,4427.2,Online Services,Contact,Semi-Urban,No,12,Saturday
TXN100159,2024-12-28 20:02:00,905.87,Groceries,Online,Rural,No,20,Saturday
TXN100143,2024-12-30 06:40:00,1471.19,Entertainment,QR,Urban,Yes,6,Monday
