transaction_id,timestamp,transaction_date,transaction_hour,day_of_week,amount,merchant_category,payment_mode,location_type,is_successful,payment_status
TXN100079,2024-06-07 20:24:00,2024-06-07,20,Friday,4355.38,Online Services,QR,Semi-Urban,No,Failed
TXN100430,2024-06-08 23:04:00,2024-06-08,23,Saturday,610.78,Groceries,QR,Urban,Yes,Successful
TXN100066,2024-06-11 05:11:00,2024-06-11,5,Tuesday,3255.52,Shopping,Online,Rural,No,Failed
TXN100453,2024-06-11 12:48:00,2024-06-11,12,Tuesday,3040.36,Fuel,Contact,Urban,Yes,Successful
TXN100274,2024-06-16 17:01:00,2024-06-16,17,Sunday,780.06,Fuel,Contact,Semi-Urban,Yes,Successful
TXN100309,2024-06-16 22:14:00,2024-06-16,22,Sunday,2520.37,Entertainment,QR,Rural,Yes,Successful
TXN100004,2024-06-18 00:11:00,2024-06-18,0,Tuesday,879.46,Groceries,Contact,Rural,No,Failed
TXN100128,2024-06-18 01:59:00,2024-06-18,1,Tuesday,4853.97,Groceries,Contact,Urban,Yes,Successful
TXN100355,2024-06-19 08:34:00,2024-06-19,8,Wednesday,4562.21,Entertainment,Contact,Rural,No,Failed
TXN100292,2024-06-20 09:42:00,2024-06-20,9,Thursday,2205.33,Groceries,AutoPay,Urban,Yes,Successful
TXN100224,2024-06-21 20:31:00,2024-06-21,20,Friday,4322.73,Health & Pharmacy,QR,Urban,Yes,Successful
TXN100416,2024-06-23 17:52:00,2024-06-23,17,Sunday,3913.12,Other,AutoPay,Urban,Yes,Successful
TXN100312,2024-06-24 10:16:00,2024-06-24,10,Monday,2679.73,Health & Pharmacy,Online,Semi-Urban,Yes,Successful
TXN100063,2024-06-24 11:21:00,2024-06-24,11,Monday,3981.55,Entertainment,Online,Rural,Yes,Successful
TXN100424,2024-06-24 15:11:00,2024-06-24,15,Monday,1940.86,Online Services,QR,Rural,No,Failed
TXN100408,2024-06-26 09:07:00,2024-06-26,9,Wednesday,3017.86,Health & Pharmacy,AutoPay,Semi-Urban,Yes,Successful
TXN100333,2024-06-26 18:53:00,2024-06-26,18,Wednesday,2828.35,Bills & Utilities,Online,Semi-Urban,No,Failed
TXN100438,2024-06-26 19:20:00,2024-06-26,19,Wednesday,4199.92,Health & Pharmacy,AutoPay,Rural,No,Failed
TXN100208,2024-06-27 06:12:00,2024-06-27,6,Thursday,3240.34,Online Services,QR,Semi-Urban,Yes,Successful
TXN100042,2024-06-27 06:57:00,2024-06-27,6,Thursday,33.11,Health & Pharmacy,Contact,Urban,No,Failed
TXN100251,2024-06-27 11:06:00,2024-06-27,11,Thursday,2999.18,Bills & Utilities,Contact,Urban,Yes,Successful
TXN100325,2024-06-30 00:34:00,2024-06-30,0,Sunday,293.95,Health & Pharmacy,QR,Semi-Urban,Yes,Successful
TXN100033,2024-07-01 00:32:00,2024-07-01,0,Monday,4062.28,Groceries,QR,Rural,Yes,Successful
TXN100357,2024-07-01 05:06:00,2024-07-01,5,Monday,4481.27,Food & Dining,Online,Urban,No,Failed
TXN100048,2024-07-01 14:03:00,2024-07-01,14,Monday,665.52,Food & Dining,Contact,Urban,No,Failed
TXN100449,2024-07-01 16:22:00,2024-07-01,16,Monday,2088.85,Food & Dining,AutoPay,Urban,Yes,Successful
TXN100432,2024-07-01 19:12:00,2024-07-01,19,Monday,4543.47,Food & Dining,AutoPay,Rural,No,Failed
TXN100295,2024-07-02 17:34:00,2024-07-02,17,Tuesday,4676.72,Bills & Utilities,Contact,Urban,No,Failed
TXN100308,2024-07-02 18:03:00,2024-07-02,18,Tuesday,1928.81,Health & Pharmacy,Contact,Rural,Yes,Successful
TXN100441,2024-07-04 00:00:00,2024-07-04,0,Thursday,2270.94,Food & Dining,QR,Semi-Urban,No,Failed
TXN100282,2024-07-04 00:03:00,2024-07-04,0,Thursday,3000.85,Food & Dining,AutoPay,Urban,No,Failed
TXN100466,2024-07-04 09:47:00,2024-07-04,9,Thursday,3997.03,Fuel,Online,Rural,No,Failed
TXN100331,2024-07-04 21:27:00,2024-07-04,21,Thursday,2556.14,Travel,AutoPay,Urban,No,Failed
TXN100378,2024-07-05 08:16:00,2024-07-05,8,Friday,1694.92,Health & Pharmacy,QR,Urban,No,Failed
TXN100243,2024-07-05 08:56:00,2024-07-05,8,Friday,3132.94,Fuel,Online,Rural,Yes,Successful
TXN100422,2024-07-05 09:49:00,2024-07-05,9,Friday,705.13,Bills & Utilities,AutoPay,Semi-Urban,Yes,Successful
TXN100328,2024-07-05 14:33:00,2024-07-05,14,Friday,4727.47,Food & Dining,Online,Rural,No,Failed
TXN100404,2024-07-06 21:33:00,2024-07-06,21,Saturday,178.79,Fuel,AutoPay,Semi-Urban,No,Failed
TXN100341,2024-07-07 03:55:00,2024-07-07,3,Sunday,4283.64,Groceries,Contact,Semi-Urban,No,Failed
TXN100237,2024-07-07 07:06:00,2024-07-07,7,Sunday,1258.06,Bills & Utilities,QR,Rural,No,Failed
TXN100118,2024-07-09 11:57:00,2024-07-09,11,Tuesday,3827.46,Travel,QR,Semi-Urban,No,Failed
TXN100437,2024-07-09 20:13:00,2024-07-09,20,Tuesday,1576.72,Online Services,AutoPay,Urban,No,Failed
TXN100025,2024-07-11 11:28:00,2024-07-11,11,Thursday,169.96,Online Services,QR,Urban,No,Failed
TXN100373,2024-07-11 12:36:00,2024-07-11,12,Thursday,3416.01,Other,Contact,Urban,Yes,Successful
TXN100336,2024-07-13 01:08:00,2024-07-13,1,Saturday,4158.25,Fuel,Online,Urban,Yes,Successful
TXN100280,2024-07-16 11:19:00,2024-07-16,11,Tuesday,1815.03,Online Services,QR,Rural,Yes,Successful
TXN100144,2024-07-17 20:16:00,2024-07-17,20,Wednesday,2590.19,Shopping,Online,Rural,Yes,Successful
TXN100376,2024-07-18 16:34:00,2024-07-18,16,Thursday,505.75,Groceries,QR,Urban,Yes,Successful
TXN100069,2024-07-19 13:05:00,2024-07-19,13,Friday,4688.29,Fuel,AutoPay,Urban,Yes,Successful
TXN100266,2024-07-20 16:14:00,2024-07-20,16,Saturday,2928.46,Travel,Online,Urban,Yes,Successful
TXN100091,2024-07-20 21:27:00,2024-07-20,21,Saturday,3086.39,Food & Dining,QR,Urban,No,Failed
TXN100160,2024-07-21 07:21:00,2024-07-21,7,Sunday,2587.58,Online Services,AutoPay,Semi-Urban,Yes,Successful
TXN100447,2024-07-23 12:45:00,2024-07-23,12,Tuesday,3720.19,Shopping,AutoPay,Semi-Urban,Yes,Successful
TXN100497,2024-07-25 04:37:00,2024-07-25,4,Thursday,169.1,Fuel,AutoPay,Urban,Yes,Successful
TXN100388,2024-07-25 04:41:00,2024-07-25,4,Thursday,2941.42,Other,AutoPay,Rural,No,Failed
TXN100236,2024-07-25 17:00:00,2024-07-25,17,Thursday,4461.64,Bills & Utilities,Contact,Urban,No,Failed
TXN100350,2024-07-26 19:09:00,2024-07-26,19,Friday,3794.67,Bills & Utilities,QR,Rural,No,Failed
TXN100015,2024-07-28 14:25:00,2024-07-28,14,Sunday,2315.58,Shopping,Online,Semi-Urban,No,Failed
TXN100089,2024-07-28 20:31:00,2024-07-28,20,Sunday,4586.35,Fuel,QR,Urban,No,Failed
TXN100085,2024-07-29 12:28:00,2024-07-29,12,Monday,4559.36,Entertainment,Online,Urban,No,Failed
TXN100006,2024-07-31 09:24:00,2024-07-31,9,Wednesday,4396.65,Travel,Online,Rural,No,Failed
TXN100305,2024-08-01 11:12:00,2024-08-01,11,Thursday,342.21,Bills & Utilities,Contact,Semi-Urban,Yes,Successful
TXN100163,2024-08-01 12:26:00,2024-08-01,12,Thursday,1913.11,Groceries,Online,Urban,Yes,Successful
TXN100169,2024-08-02 06:11:00,2024-08-02,6,Friday,4513.74,Shopping,QR,Urban,No,Failed
TXN100419,2024-08-02 14:41:00,2024-08-02,14,Friday,1217.6,Fuel,Online,Rural,Yes,Successful
TXN100197,2024-08-02 19:22:00,2024-08-02,19,Friday,572.32,Other,QR,Rural,Yes,Successful
TXN100047,2024-08-03 18:16:00,2024-08-03,18,Saturday,1072.93,Groceries,Online,Urban,Yes,Successful
TXN100087,2024-08-05 05:52:00,2024-08-05,5,Monday,150.99,Fuel,QR,Urban,Yes,Successful
TXN100433,2024-08-06 02:07:00,2024-08-06,2,Tuesday,1663.42,Travel,Contact,Urban,No,Failed
TXN100358,2024-08-06 13:44:00,2024-08-06,13,Tuesday,4737.5,Travel,AutoPay,Semi-Urban,No,Failed
TXN100463,2024-08-07 15:27:00,2024-08-07,15,Wednesday,1673.07,Shopping,AutoPay,Urban,No,Failed
TXN100018,2024-08-07 16:52:00,2024-08-07,16,Wednesday,4001.33,Online Services,Contact,Rural,Yes,Successful
TXN100415,2024-08-07 18:39:00,2024-08-07,18,Wednesday,4158.29,Groceries,Contact,Semi-Urban,Yes,Successful
TXN100176,2024-08-08 08:41:00,2024-08-08,8,Thursday,1620.43,Shopping,Online,Rural,Yes,Successful
TXN100293,2024-08-08 11:17:00,2024-08-08,11,Thursday,78.34,Other,AutoPay,Rural,No,Failed
TXN100032,2024-08-08 14:12:00,2024-08-08,14,Thursday,517.85,Entertainment,AutoPay,Rural,Yes,Successful
TXN100191,2024-08-11 00:34:00,2024-08-11,0,Sunday,1041.67,Groceries,QR,Rural,Yes,Successful
TXN100317,2024-08-11 07:27:00,2024-08-11,7,Sunday,3123.74,Health & Pharmacy,Contact,Urban,No,Failed
TXN100425,2024-08-11 11:37:00,2024-08-11,11,Sunday,4728.56,Bills & Utilities,Contact,Urban,Yes,Successful
TXN100288,2024-08-12 03:24:00,2024-08-12,3,Monday,309.7,Fuel,Contact,Urban,Yes,Successful
TXN100268,2024-08-12 08:34:00,2024-08-12,8,Monday,1302.17,Shopping,QR,Urban,No,Failed
TXN100462,2024-08-12 17:08:00,2024-08-12,17,Monday,3666.58,Food & Dining,QR,Urban,Yes,Successful
TXN100384,2024-08-13 08:38:00,2024-08-13,8,Tuesday,3104.94,Shopping,Contact,Urban,Yes,Successful
TXN100192,2024-08-13 11:26:00,2024-08-13,11,Tuesday,4696.07,Shopping,QR,Semi-Urban,No,Failed
TXN100122,2024-08-13 19:12:00,2024-08-13,19,Tuesday,2479.04,Online Services,Contact,Semi-Urban,No,Failed
TXN100356,2024-08-15 02:36:00,2024-08-15,2,Thursday,4413.87,Health & Pharmacy,QR,Semi-Urban,Yes,Successful
TXN100322,2024-08-15 14:23:00,2024-08-15,14,Thursday,258.09,Online Services,Contact,Semi-Urban,No,Failed
TXN100029,2024-08-16 02:58:00,2024-08-16,2,Friday,3197.47,Other,Online,Rural,No,Failed
TXN100455,2024-08-16 12:50:00,2024-08-16,12,Friday,3295.19,Online Services,Online,Rural,No,Failed
TXN100140,2024-08-17 05:27:00,2024-08-17,5,Saturday,1437.23,Health & Pharmacy,AutoPay,Rural,Yes,Successful
TXN100007,2024-08-19 22:13:00,2024-08-19,22,Monday,302.59,Shopping,Online,Rural,Yes,Successful
TXN100157,2024-08-23 16:52:00,2024-08-23,16,Friday,91.26,Online Services,QR,Semi-Urban,Yes,Successful
TXN100499,2024-08-23 20:11:00,2024-08-23,20,Friday,2457.92,Groceries,Contact,Rural,Yes,Successful
TXN100448,2024-08-24 17:58:00,2024-08-24,17,Saturday,4354.81,Fuel,AutoPay,Semi-Urban,No,Failed
TXN100429,2024-08-24 19:44:00,2024-08-24,19,Saturday,3892.96,Online Services,Online,Urban,No,Failed
TXN100186,2024-08-25 12:34:00,2024-08-25,12,Sunday,1084.09,Travel,QR,Rural,Yes,Successful
TXN100389,2024-08-27 06:47:00,2024-08-27,6,Tuesday,2923.46,Travel,AutoPay,Semi-Urban,Yes,Successful
TXN100238,2024-08-27 14:11:00,2024-08-27,14,Tuesday,3583.59,Travel,QR,Rural,No,Failed
TXN100103,2024-08-27 21:40:00,2024-08-27,21,Tuesday,123.87,Groceries,Online,Rural,No,Failed
TXN100056,2024-08-28 18:52:00,2024-08-28,18,Wednesday,723.54,Food & Dining,Contact,Semi-Urban,Yes,Successful
TXN100110,2024-08-28 22:50:00,2024-08-28,22,Wednesday,3332.44,Fuel,Contact,Urban,No,Failed
TXN100202,2024-08-29 01:01:00,2024-08-29,1,Thursday,1640.15,Groceries,QR,Urban,No,Failed
TXN100487,2024-08-30 17:06:00,2024-08-30,17,Friday,2714.87,Entertainment,AutoPay,Semi-Urban,No,Failed
TXN100135,2024-08-30 18:26:00,2024-08-30,18,Friday,2974.21,Online Services,Contact,Urban,Yes,Successful
TXN100397,2024-08-31 09:18:00,2024-08-31,9,Saturday,1748.15,Food & Dining,AutoPay,Semi-Urban,Yes,Successful
TXN100071,2024-08-31 21:17:00,2024-08-31,21,Saturday,146.18,Online Services,AutoPay,Rural,Yes,Successful
TXN100298,2024-09-01 00:55:00,2024-09-01,0,Sunday,4447.94,Food & Dining,QR,Urban,Yes,Successful
TXN100421,2024-09-02 11:29:00,2024-09-02,11,Monday,4591.38,Food & Dining,AutoPay,Semi-Urban,No,Failed
TXN100444,2024-09-02 16:18:00,2024-09-02,16,Monday,3281.67,Bills & Utilities,Contact,Semi-Urban,Yes,Successful
TXN100475,2024-09-02 20:22:00,2024-09-02,20,Monday,4216.8,Bills & Utilities,AutoPay,Urban,No,Failed
TXN100132,2024-09-04 06:57:00,2024-09-04,6,Wednesday,1230.83,Food & Dining,Contact,Rural,No,Failed
TXN100222,2024-09-04 13:54:00,2024-09-04,13,Wednesday,4436.45,Groceries,AutoPay,Semi-Urban,Yes,Successful
TXN100383,2024-09-04 15:16:00,2024-09-04,15,Wednesday,2888.44,Entertainment,Contact,Semi-Urban,Yes,Successful
TXN100300,2024-09-05 02:38:00,2024-09-05,2,Thursday,1584.35,Other,Contact,Urban,No,Failed
TXN100273,2024-09-05 04:14:00,2024-09-05,4,Thursday,4455.37,Online Services,Contact,Urban,No,Failed
TXN100081,2024-09-06 03:37:00,2024-09-06,3,Friday,594.47,Health & Pharmacy,Online,Urban,No,Failed
TXN100152,2024-09-07 15:43:00,2024-09-07,15,Saturday,4940.43,Groceries,Online,Urban,Yes,Successful
TXN100269,2024-09-08 05:34:00,2024-09-08,5,Sunday,341.6,Health & Pharmacy,Online,Semi-Urban,No,Failed
TXN100115,2024-09-08 15:40:00,2024-09-08,15,Sunday,2147.08,Other,QR,Rural,No,Failed
TXN100381,2024-09-08 18:09:00,2024-09-08,18,Sunday,1823.96,Fuel,AutoPay,Urban,No,Failed
TXN100218,2024-09-08 20:06:00,2024-09-08,20,Sunday,2258.8,Health & Pharmacy,Contact,Semi-Urban,Yes,Successful
TXN100345,2024-09-08 20:42:00,2024-09-08,20,Sunday,1902.61,Entertainment,AutoPay,Rural,Yes,Successful
TXN100440,2024-09-10 04:31:00,2024-09-10,4,Tuesday,2293.47,Bills & Utilities,Online,Urban,Yes,Successful
TXN100364,2024-09-11 00:01:00,2024-09-11,0,Wednesday,3749.83,Bills & Utilities,QR,Rural,No,Failed
TXN100284,2024-09-11 02:53:00,2024-09-11,2,Wednesday,1161.28,Travel,QR,Urban,Yes,Successful
TXN100201,2024-09-13 03:16:00,2024-09-13,3,Friday,3669.78,Travel,AutoPay,Urban,Yes,Successful
TXN100000,2024-09-13 22:02:00,2024-09-13,22,Friday,1399.65,Fuel,QR,Rural,No,Failed
TXN100259,2024-09-14 21:36:00,2024-09-14,21,Saturday,1888.9,Travel,Online,Semi-Urban,Yes,Successful
TXN100235,2024-09-15 13:22:00,2024-09-15,13,Sunday,2038.46,Online Services,Contact,Rural,No,Failed
TXN100370,2024-09-15 17:08:00,2024-09-15,17,Sunday,2389.22,Fuel,Contact,Semi-Urban,Yes,Successful
TXN100084,2024-09-16 16:22:00,2024-09-16,16,Monday,2251.84,Travel,AutoPay,Urban,No,Failed
TXN100153,2024-09-17 04:00:00,2024-09-17,4,Tuesday,3439.76,Other,QR,Urban,No,Failed
TXN100324,2024-09-18 10:52:00,2024-09-18,10,Wednesday,3787.97,Food & Dining,Online,Rural,No,Failed
TXN100031,2024-09-18 13:06:00,2024-09-18,13,Wednesday,4025.76,Entertainment,QR,Rural,No,Failed
TXN100228,2024-09-18 15:37:00,2024-09-18,15,Wednesday,2678.28,Groceries,AutoPay,Semi-Urban,Yes,Successful
TXN100258,2024-09-19 16:48:00,2024-09-19,16,Thursday,4100.51,Health & Pharmacy,Contact,Urban,No,Failed
TXN100310,2024-09-19 17:32:00,2024-09-19,17,Thursday,3140.49,Other,AutoPay,Urban,Yes,Successful
TXN100206,2024-09-20 11:59:00,2024-09-20,11,Friday,2593.7,Online Services,QR,Urban,No,Failed
TXN100234,2024-09-20 20:50:00,2024-09-20,20,Friday,827.01,Entertainment,Contact,Semi-Urban,No,Failed
TXN100080,2024-09-21 02:13:00,2024-09-21,2,Saturday,2070.36,Health & Pharmacy,AutoPay,Rural,Yes,Successful
TXN100250,2024-09-21 09:37:00,2024-09-21,9,Saturday,2438.1,Bills & Utilities,Online,Urban,No,Failed
TXN100109,2024-09-23 20:56:00,2024-09-23,20,Monday,2078.37,Travel,AutoPay,Urban,No,Failed
TXN100092,2024-09-24 11:26:00,2024-09-24,11,Tuesday,3549.03,Food & Dining,Online,Urban,Yes,Successful
TXN100146,2024-09-25 16:38:00,2024-09-25,16,Wednesday,2556.87,Shopping,QR,Urban,Yes,Successful
TXN100009,2024-09-28 03:22:00,2024-09-28,3,Saturday,3566.82,Other,Online,Semi-Urban,No,Failed
TXN100043,2024-09-28 13:26:00,2024-09-28,13,Saturday,4382.0,Groceries,QR,Rural,No,Failed
TXN100366,2024-09-30 15:45:00,2024-09-30,15,Monday,4430.85,Bills & Utilities,AutoPay,Semi-Urban,No,Failed
TXN100090,2024-10-02 23:17:00,2024-10-02,23,Wednesday,565.08,Food & Dining,Contact,Semi-Urban,No,Failed
TXN100313,2024-10-05 10:54:00,2024-10-05,10,Saturday,4479.08,Health & Pharmacy,Online,Rural,No,Failed
TXN100484,2024-10-05 16:32:00,2024-10-05,16,Saturday,1466.21,Online Services,Online,Rural,Yes,Successful
TXN100246,2024-10-06 03:29:00,2024-10-06,3,Sunday,231.74,Groceries,AutoPay,Rural,No,Failed
TXN100067,2024-10-08 12:23:00,2024-10-08,12,Tuesday,1755.88,Online Services,Contact,Semi-Urban,No,Failed
TXN100139,2024-10-08 19:09:00,2024-10-08,19,Tuesday,2535.85,Food & Dining,Online,Urban,No,Failed
TXN100058,2024-10-08 22:38:00,2024-10-08,22,Tuesday,350.57,Entertainment,Online,Rural,Yes,Successful
TXN100077,2024-10-09 07:34:00,2024-10-09,7,Wednesday,3671.28,Health & Pharmacy,QR,Urban,No,Failed
TXN100290,2024-10-10 03:19:00,2024-10-10,3,Thursday,2938.3,Travel,Online,Rural,No,Failed
TXN100072,2024-10-11 14:09:00,2024-10-11,14,Friday,1591.39,Health & Pharmacy,QR,Rural,Yes,Successful
TXN100347,2024-10-12 01:36:00,2024-10-12,1,Saturday,3183.25,Health & Pharmacy,Online,Urban,Yes,Successful
TXN100465,2024-10-12 23:56:00,2024-10-12,23,Saturday,1093.66,Groceries,Online,Rural,Yes,Successful
TXN100402,2024-10-14 20:26:00,2024-10-14,20,Monday,936.98,Other,QR,Urban,No,Failed
TXN100194,2024-10-15 17:26:00,2024-10-15,17,Tuesday,1902.16,Health & Pharmacy,AutoPay,Urban,Yes,Successful
TXN100498,2024-10-15 17:36:00,2024-10-15,17,Tuesday,3401.27,Groceries,QR,Rural,Yes,Successful
TXN100343,2024-10-16 04:55:00,2024-10-16,4,Wednesday,3572.04,Shopping,QR,Rural,No,Failed
TXN100106,2024-10-16 06:58:00,2024-10-16,6,Wednesday,2257.43,Shopping,Contact,Semi-Urban,No,Failed
TXN100083,2024-10-16 12:28:00,2024-10-16,12,Wednesday,1928.73,Health & Pharmacy,QR,Rural,No,Failed
TXN100495,2024-10-17 05:46:00,2024-10-17,5,Thursday,140.44,Travel,Online,Urban,No,Failed
TXN100203,2024-10-18 10:47:00,2024-10-18,10,Friday,3100.32,Entertainment,Online,Urban,No,Failed
TXN100267,2024-10-19 05:54:00,2024-10-19,5,Saturday,17.62,Travel,Contact,Semi-Urban,Yes,Successful
TXN100332,2024-10-20 06:48:00,2024-10-20,6,Sunday,2369.41,Other,Contact,Urban,No,Failed
TXN100491,2024-10-21 03:36:00,2024-10-21,3,Monday,4130.97,Online Services,AutoPay,Rural,Yes,Successful
TXN100180,2024-10-22 05:50:00,2024-10-22,5,Tuesday,1262.48,Fuel,QR,Urban,No,Failed
TXN100457,2024-10-22 15:08:00,2024-10-22,15,Tuesday,4963.92,Groceries,QR,Urban,No,Failed
TXN100065,2024-10-22 19:19:00,2024-10-22,19,Tuesday,553.75,Entertainment,QR,Urban,Yes,Successful
TXN100233,2024-10-22 20:21:00,2024-10-22,20,Tuesday,3776.13,Fuel,AutoPay,Semi-Urban,Yes,Successful
TXN100450,2024-10-23 22:33:00,2024-10-23,22,Wednesday,4369.66,Food & Dining,AutoPay,Semi-Urban,Yes,Successful
TXN100075,2024-10-24 00:27:00,2024-10-24,0,Thursday,993.7,Fuel,Online,Urban,Yes,Successful
TXN100285,2024-10-24 03:23:00,2024-10-24,3,Thursday,4741.37,Health & Pharmacy,Online,Semi-Urban,Yes,Successful
TXN100302,2024-10-25 06:11:00,2024-10-25,6,Friday,2193.75,Groceries,Online,Semi-Urban,Yes,Successful
TXN100470,2024-10-25 12:19:00,2024-10-25,12,Friday,167.43,Health & Pharmacy,AutoPay,Semi-Urban,No,Failed
TXN100344,2024-10-25 15:09:00,2024-10-25,15,Friday,377.36,Shopping,Online,Rural,Yes,Successful
TXN100199,2024-10-26 02:27:00,2024-10-26,2,Saturday,1415.72,Bills & Utilities,AutoPay,Semi-Urban,Yes,Successful
TXN100158,2024-10-26 05:29:00,2024-10-26,5,Saturday,151.51,Fuel,QR,Urban,Yes,Successful
TXN100365,2024-10-26 19:40:00,2024-10-26,19,Saturday,1500.0,Other,AutoPay,Urban,No,Failed
TXN100436,2024-10-26 20:35:00,2024-10-26,20,Saturday,690.64,Fuel,Online,Rural,No,Failed
TXN100082,2024-10-27 13:43:00,2024-10-27,13,Sunday,4213.86,Entertainment,Online,Urban,No,Failed
TXN100417,2024-10-28 08:32:00,2024-10-28,8,Monday,3508.03,Health & Pharmacy,AutoPay,Rural,No,Failed
TXN100119,2024-10-28 18:40:00,2024-10-28,18,Monday,4950.92,Travel,AutoPay,Rural,No,Failed
TXN100283,2024-10-29 18:05:00,2024-10-29,18,Tuesday,611.67,Entertainment,Contact,Urban,Yes,Successful
TXN100256,2024-10-31 02:37:00,2024-10-31,2,Thursday,2842.51,Fuel,AutoPay,Rural,Yes,Successful
TXN100468,2024-11-01 01:29:00,2024-11-01,1,Friday,772.99,Online Services,AutoPay,Semi-Urban,No,Failed
TXN100428,2024-11-01 12:39:00,2024-11-01,12,Friday,3420.97,Shopping,Contact,Semi-Urban,No,Failed
TXN100387,2024-11-02 03:25:00,2024-11-02,3,Saturday,4702.66,Food & Dining,QR,Semi-Urban,Yes,Successful
TXN100301,2024-11-03 15:00:00,2024-11-03,15,Sunday,4703.7,Shopping,AutoPay,Urban,No,Failed
TXN100394,2024-11-03 17:02:00,2024-11-03,17,Sunday,4005.72,Food & Dining,AutoPay,Rural,No,Failed
TXN100068,2024-11-03 21:14:00,2024-11-03,21,Sunday,2634.86,Groceries,AutoPay,Semi-Urban,No,Failed
TXN100271,2024-11-04 18:29:00,2024-11-04,18,Monday,1470.78,Health & Pharmacy,Contact,Urban,Yes,Successful
TXN100188,2024-11-04 20:32:00,2024-11-04,20,Monday,4345.45,Bills & Utilities,QR,Rural,Yes,Successful
TXN100026,2024-11-05 12:04:00,2024-11-05,12,Tuesday,4734.66,Bills & Utilities,Online,Semi-Urban,No,Failed
TXN100113,2024-11-05 19:00:00,2024-11-05,19,Tuesday,1899.61,Bills & Utilities,QR,Semi-Urban,Yes,Successful
TXN100474,2024-11-07 13:42:00,2024-11-07,13,Thursday,3866.8,Food & Dining,Online,Urban,Yes,Successful
TXN100102,2024-11-07 19:00:00,2024-11-07,19,Thursday,4630.4,Food & Dining,Online,Rural,Yes,Successful
TXN100340,2024-11-08 05:00:00,2024-11-08,5,Friday,4788.06,Health & Pharmacy,Online,Urban,Yes,Successful
TXN100151,2024-11-08 07:10:00,2024-11-08,7,Friday,2584.99,Online Services,QR,Rural,No,Failed
TXN100443,2024-11-08 23:04:00,2024-11-08,23,Friday,2251.33,Online Services,QR,Semi-Urban,Yes,Successful
TXN100005,2024-11-08 23:37:00,2024-11-08,23,Friday,2072.11,Health & Pharmacy,QR,Semi-Urban,Yes,Successful
TXN100496,2024-11-09 13:06:00,2024-11-09,13,Saturday,3321.11,Bills & Utilities,AutoPay,Urban,Yes,Successful
TXN100020,2024-11-09 15:05:00,2024-11-09,15,Saturday,2663.16,Food & Dining,QR,Semi-Urban,No,Failed
TXN100281,2024-11-11 20:07:00,2024-11-11,20,Monday,3936.91,Groceries,Online,Rural,Yes,Successful
TXN100039,2024-11-12 12:45:00,2024-11-12,12,Tuesday,1072.28,Health & Pharmacy,QR,Semi-Urban,Yes,Successful
TXN100354,2024-11-16 18:46:00,2024-11-16,18,Saturday,340.45,Travel,Online,Urban,Yes,Successful
TXN100116,2024-11-16 23:52:00,2024-11-16,23,Saturday,3576.14,Other,Contact,Rural,No,Failed
TXN100458,2024-11-17 19:35:00,2024-11-17,19,Sunday,1001.8,Online Services,Online,Semi-Urban,Yes,Successful
TXN100189,2024-11-18 13:01:00,2024-11-18,13,Monday,567.33,Groceries,AutoPay,Urban,No,Failed
TXN100270,2024-11-18 14:44:00,2024-11-18,14,Monday,3900.37,Food & Dining,Online,Rural,No,Failed
TXN100241,2024-11-18 22:57:00,2024-11-18,22,Monday,2557.78,Food & Dining,QR,Rural,No,Failed
TXN100264,2024-11-19 00:05:00,2024-11-19,0,Tuesday,2945.77,Health & Pharmacy,QR,Rural,Yes,Successful
TXN100371,2024-11-19 12:44:00,2024-11-19,12,Tuesday,3963.62,Other,Online,Semi-Urban,Yes,Successful
TXN100399,2024-11-19 17:37:00,2024-11-19,17,Tuesday,863.35,Fuel,AutoPay,Rural,No,Failed
TXN100315,2024-11-22 10:14:00,2024-11-22,10,Friday,1867.64,Health & Pharmacy,AutoPay,Semi-Urban,No,Failed
TXN100403,2024-11-23 01:31:00,2024-11-23,1,Saturday,831.01,Groceries,Contact,Semi-Urban,No,Failed
TXN100459,2024-11-23 08:14:00,2024-11-23,8,Saturday,385.08,Bills & Utilities,QR,Semi-Urban,No,Failed
TXN100011,2024-11-23 23:51:00,2024-11-23,23,Saturday,656.67,Travel,Contact,Urban,No,Failed
TXN100338,2024-11-24 04:15:00,2024-11-24,4,Sunday,662.44,Health & Pharmacy,QR,Urban,No,Failed
TXN100359,2024-11-24 22:32:00,2024-11-24,22,Sunday,2216.88,Shopping,AutoPay,Rural,No,Failed
TXN100174,2024-11-25 12:37:00,2024-11-25,12,Monday,786.05,Fuel,QR,Rural,No,Failed
TXN100253,2024-11-25 14:16:00,2024-11-25,14,Monday,456.07,Online Services,Online,Urban,Yes,Successful
TXN100198,2024-11-27 23:52:00,2024-11-27,23,Wednesday,3259.55,Bills & Utilities,Online,Rural,No,Failed
TXN100230,2024-11-28 13:48:00,2024-11-28,13,Thursday,2281.53,Bills & Utilities,AutoPay,Urban,Yes,Successful
TXN100386,2024-11-29 15:33:00,2024-11-29,15,Friday,26.2,Bills & Utilities,Online,Rural,Yes,Successful
TXN100286,2024-11-29 19:45:00,2024-11-29,19,Friday,4720.5,Fuel,QR,Rural,Yes,Successful
TXN100130,2024-11-30 11:47:00,2024-11-30,11,Saturday,357.11,Groceries,Online,Rural,No,Failed
TXN100226,2024-12-01 10:24:00,2024-12-01,10,Sunday,3557.27,Other,Online,Semi-Urban,No,Failed
