transaction_id,date,time,amount,merchant_category,payment_mode,location_type,is_successful
TXN100350,2024-07-26,19:09,3794.67,Bills & Utilities,QR,Rural,No
TXN100351,2024-06-05,17:18,627.56,Bills & Utilities,Contact,Urban,Yes
TXN100352,2024-01-29,16:11,3687.33,Travel,Contact,Urban,Yes
TXN100353,2024-03-23,10:01,2784.56,Food & Dining,QR,Semi-Urban,No
TXN100354,2024-11-16,18:46,340.45,Travel,Online,Urban,Yes
TXN100355,2024-06-19,08:34,4562.21,Entertainment,Contact,Rural,No
TXN100356,2024-08-15,02:36,4413.87,Health & Pharmacy,QR,Semi-Urban,Yes
TXN100357,2024-07-01,05:06,4481.27,Food & Dining,Online,Urban,No
TXN100358,2024-08-06,13:44,4737.5,Travel,AutoPay,Semi-Urban,No
TXN100359,2024-11-24,22:32,2216.88,Shopping,AutoPay,Rural,No
TXN100360,2024-01-18,11:09,4630.52,Health & Pharmacy,QR,Semi-Urban,Yes
TXN100361,2024-05-02,18:15,2905.05,Fuel,Online,Urban,No
TXN100362,2024-03-19,22:17,4228.99,Shopping,Contact,Urban,Yes
TXN100363,2024-04-27,21:45,222.08,Health & Pharmacy,Contact,Urban,Yes
TXN100364,2024-09-11,00:01,3749.83,Bills & Utilities,QR,Rural,No
TXN100365,2024-10-26,19:40,1500.0,Other,AutoPay,Urban,No
TXN100366,2024-09-30,15:45,4430.85,Bills & Utilities,AutoPay,Semi-Urban,No
TXN100367,2024-12-03,07:48,1685.21,Entertainment,QR,Urban,No
TXN100368,2024-05-20,05:01,4906.4,Online Services,Online,Semi-Urban,Yes
TXN100369,2024-05-18,17:16,3207.9,Other,Contact,Rural,Yes
TXN100370,2024-09-15,17:08,2389.22,Fuel,Contact,Semi-Urban,Yes
TXN100371,2024-11-19,12:44,3963.62,Other,Online,Semi-Urban,Yes
TXN100372,2024-05-27,05:14,1563.85,Shopping,AutoPay,Rural,Yes
TXN100373,2024-07-11,12:36,3416.01,Other,Contact,Urban,Yes
TXN100374,2024-05-31,06:43,658.78,Other,Online,Semi-Urban,Yes
TXN100375,2024-04-16,07:46,408.39,Shopping,QR,Urban,Yes
TXN100376,2024-07-18,16:34,505.75,Groceries,QR,Urban,Yes
TXN100377,2024-05-01,01:20,4193.18,Online Services,Online,Urban,No
TXN100378,2024-07-05,08:16,1694.92,Health & Pharmacy,QR,Urban,No
TXN100379,2024-04-14,18:50,182.29,Other,Online,Urban,Yes
TXN100380,2024-05-28,17:48,2151.58,Other,QR,Rural,No
TXN100381,2024-09-08,18:09,1823.96,Fuel,AutoPay,Urban,No
TXN100382,2024-04-24,15:32,4487.08,Entertainment,AutoPay,Rural,No
TXN100383,2024-09-04,15:16,2888.44,Entertainment,Contact,Semi-Urban,Yes
TXN100384,2024-08-13,08:38,3104.94,Shopping,Contact,Urban,Yes
TXN100385,2024-03-18,12:12,1118.97,Groceries,Contact,Urban,No
TXN100386,2024-11-29,15:33,26.2,Bills & Utilities,Online,Rural,Yes
TXN100387,2024-11-02,03:25,4702.66,Food & Dining,QR,Semi-Urban,Yes
TXN100388,2024-07-25,04:41,2941.42,Other,AutoPay,Rural,No
TXN100389,2024-08-27,06:47,2923.46,Travel,AutoPay,Semi-Urban,Yes
TXN100390,2024-02-03,04:37,4700.16,Shopping,AutoPay,Urban,Yes
TXN100391,2024-01-18,13:33,3715.28,Online Services,AutoPay,Rural,No
TXN100392,2024-05-31,15:49,3155.6,Travel,Contact,Semi-Urban,No
TXN100393,2024-01-24,05:14,1853.75,Health & Pharmacy,AutoPay,Semi-Urban,Yes
TXN100394,2024-11-03,17:02,4005.72,Food & Dining,AutoPay,Rural,No
TXN100395,2024-01-03,19:40,4767.1,Entertainment,AutoPay,Semi-Urban,No
TXN100396,2024-12-28,11:55,2842.29,Online Services,Online,Rural,Yes
TXN100397,2024-08-31,09:18,1748.15,Food & Dining,AutoPay,Semi-Urban,Yes
TXN100398,2024-03-05,23:20,2720.45,Groceries,Online,Urban,Yes
TXN100399,2024-11-19,17:37,863.35,Fuel,AutoPay,Rural,No
TXN100400,2024-01-16,14:00,3168.04,Fuel,Online,Urban,Yes
TXN100401,2024-12-20,00:04,1888.85,Shopping,QR,Rural,Yes
TXN100402,2024-10-14,20:26,936.98,Other,QR,Urban,No
TXN100403,2024-11-23,01:31,831.01,Groceries,Contact,Semi-Urban,No
TXN100404,2024-07-06,21:33,178.79,Fuel,AutoPay,Semi-Urban,No
TXN100405,2024-05-25,19:33,3117.87,Shopping,Online,Rural,Yes
TXN100406,2024-04-11,18:00,213.27,Groceries,QR,Semi-Urban,Yes
TXN100407,2024-01-19,09:56,2217.01,Entertainment,AutoPay,Semi-Urban,No
TXN100408,2024-06-26,09:07,3017.86,Health & Pharmacy,AutoPay,Semi-Urban,Yes
TXN100409,2024-04-09,07:15,915.46,Fuel,Contact,Urban,No
TXN100410,2024-04-14,09:32,890.9,Other,Online,Rural,No
TXN100411,2024-01-02,16:38,2538.96,Shopping,AutoPay,Semi-Urban,Yes
TXN100412,2024-01-26,17:12,1282.31,Entertainment,QR,Semi-Urban,Yes
TXN100413,2024-04-02,17:16,1958.81,Fuel,Online,Rural,No
TXN100414,2024-02-13,02:03,2985.23,Online Services,AutoPay,Urban,No
TXN100415,2024-08-07,18:39,4158.29,Groceries,Contact,Semi-Urban,Yes
TXN100416,2024-06-23,17:52,3913.12,Other,AutoPay,Urban,Yes
TXN100417,2024-10-28,08:32,3508.03,Health & Pharmacy,AutoPay,Rural,No
TXN100418,2024-01-02,06:32,879.71,Online Services,Online,Urban,No
TXN100419,2024-08-02,14:41,1217.6,Fuel,Online,Rural,Yes
TXN100420,2024-04-10,12:31,3526.0,Travel,AutoPay,Rural,No
TXN100421,2024-09-02,11:29,4591.38,Food & Dining,AutoPay,Semi-Urban,No
TXN100422,2024-07-05,09:49,705.13,Bills & Utilities,AutoPay,Semi-Urban,Yes
TXN100423,2024-12-02,12:10,1882.57,Food & Dining,AutoPay,Urban,Yes
TXN100424,2024-06-24,15:11,1940.86,Online Services,QR,Rural,No
TXN100425,2024-08-11,11:37,4728.56,Bills & Utilities,Contact,Urban,Yes
TXN100426,2024-04-07,02:28,276.8,Travel,Contact,Semi-Urban,Yes
TXN100427,2024-03-25,09:35,551.21,Groceries,QR,Semi-Urban,Yes
TXN100428,2024-11-01,12:39,3420.97,Shopping,Contact,Semi-Urban,No
TXN100429,2024-08-24,19:44,3892.96,Online Services,Online,Urban,No
TXN100430,2024-06-08,23:04,610.78,Groceries,QR,Urban,Yes
TXN100431,2024-12-16,20:09,2687.35,Travel,AutoPay,Urban,Yes
TXN100432,2024-07-01,19:12,4543.47,Food & Dining,AutoPay,Rural,No
TXN100433,2024-08-06,02:07,1663.42,Travel,Contact,Urban,No
TXN100434,2024-12-10,18:50,587.36,Bills & Utilities,AutoPay,Rural,Yes
TXN100435,2024-05-08,00:59,384.49,Online Services,AutoPay,Semi-Urban,No
TXN100436,2024-10-26,20:35,690.64,Fuel,Online,Rural,No
TXN100437,2024-07-09,20:13,1576.72,Online Services,AutoPay,Urban,No
TXN100438,2024-06-26,19:20,4199.92,Health & Pharmacy,AutoPay,Rural,No
TXN100439,2024-05-08,21:37,4591.72,Fuel,Contact,Semi-Urban,No
TXN100440,2024-09-10,04:31,2293.47,Bills & Utilities,Online,Urban,Yes
TXN100441,2024-07-04,00:00,2270.94,Food & Dining,QR,Semi-Urban,No
TXN100442,2024-05-09,21:05,1481.04,Entertainment,Contact,Rural,Yes
TXN100443,2024-11-08,23:04,2251.33,Online Services,QR,Semi-Urban,Yes
TXN100444,2024-09-02,16:18,3281.67,Bills & Utilities,Contact,Semi-Urban,Yes
TXN100445,2024-03-20,13:22,3943.44,Bills & Utilities,Online,Rural,No
TXN100446,2024-01-19,19:17,4718.16,Travel,QR,Rural,Yes
TXN100447,2024-07-23,12:45,3720.19,Shopping,AutoPay,Semi-Urban,Yes
TXN100448,2024-08-24,17:58,4354.81,Fuel,AutoPay,Semi-Urban,No
TXN100449,2024-07-01,16:22,2088.85,Food & Dining,AutoPay,Urban,Yes
TXN100450,2024-10-23,22:33,4369.66,Food & Dining,AutoPay,Semi-Urban,Yes
TXN100451,2024-04-11,13:48,4586.41,Fuel,Online,Semi-Urban,Yes
TXN100452,2024-04-30,21:52,3064.57,Fuel,Online,Urban,Yes
TXN100453,2024-06-11,12:48,3040.36,Fuel,Contact,Urban,Yes
TXN100454,2024-02-17,08:32,4553.58,Health & Pharmacy,Online,Rural,Yes
TXN100455,2024-08-16,12:50,3295.19,Online Services,Online,Rural,No
TXN100456,2024-03-13,04:32,1595.59,Travel,Contact,Urban,No
TXN100457,2024-10-22,15:08,4963.92,Groceries,QR,Urban,No
TXN100458,2024-11-17,19:35,1001.8,Online Services,Online,Semi-Urban,Yes
TXN100459,2024-11-23,08:14,385.08,Bills & Utilities,QR,Semi-Urban,No
TXN100460,2024-12-22,15:48,1882.6,Travel,Contact,Rural,No
TXN100461,2024-03-24,20:35,943.66,Bills & Utilities,Online,Rural,Yes
TXN100462,2024-08-12,17:08,3666.58,Food & Dining,QR,Urban,Yes
TXN100463,2024-08-07,15:27,1673.07,Shopping,AutoPay,Urban,No
TXN100464,2024-12-22,16:55,1537.56,Groceries,QR,Rural,No
TXN100465,2024-10-12,23:56,1093.66,Groceries,Online,Rural,Yes
TXN100466,2024-07-04,09:47,3997.03,Fuel,Online,Rural,No
TXN100467,2024-06-05,20:52,4920.98,Fuel,Online,Rural,Yes
TXN100468,2024-11-01,01:29,772.99,Online Services,AutoPay,Semi-Urban,No
TXN100469,2024-03-24,06:51,3555.17,Other,AutoPay,Rural,Yes
TXN100470,2024-10-25,12:19,167.43,Health & Pharmacy,AutoPay,Semi-Urban,No
TXN100471,2024-12-16,03:10,404.07,Entertainment,Contact,Urban,No
TXN100472,2024-06-07,19:09,4387.88,Groceries,Contact,Urban,No
TXN100473,2024-01-07,23:51,2960.87,Entertainment,AutoPay,Urban,Yes
TXN100474,2024-11-07,13:42,3866.8,Food & Dining,Online,Urban,Yes
TXN100475,2024-09-02,20:22,4216.8,Bills & Utilities,AutoPay,Urban,No
TXN100476,2024-05-22,23:07,1477.7,Shopping,Online,Semi-Urban,Yes
TXN100477,2024-06-07,07:08,859.97,Online Services,AutoPay,Semi-Urban,No
TXN100478,2024-02-28,12:47,2847.03,Fuel,AutoPay,Urban,Yes
TXN100479,2024-01-13,23:21,4534.35,Travel,Contact,Rural,Yes
TXN100480,2024-02-25,03:34,2612.06,Groceries,AutoPay,Urban,No
TXN100481,2024-05-25,21:40,116.49,Food & Dining,QR,Semi-Urban,No
TXN100482,2024-12-01,21:29,4803.6,Online Services,AutoPay,Semi-Urban,Yes
TXN100483,2024-06-02,01:38,2309.46,Fuel,Online,Rural,No
TXN100484,2024-10-05,16:32,1466.21,Online Services,Online,Rural,Yes
TXN100485,2024-04-22,10:48,825.68,Fuel,Online,Urban,Yes
TXN100486,2024-12-14,11:10,1429.29,Travel,AutoPay,Semi-Urban,No
TXN100487,2024-08-30,17:06,2714.87,Entertainment,AutoPay,Semi-Urban,No
TXN100488,2024-04-28,21:45,2968.86,Entertainment,QR,Urban,Yes
TXN100489,2024-01-21,14:09,975.73,Groceries,QR,Urban,No
TXN100490,2024-01-06,18:26,2549.49,Travel,QR,Semi-Urban,Yes
TXN100491,2024-10-21,03:36,4130.97,Online Services,AutoPay,Rural,Yes
TXN100492,2024-06-04,21:09,1373.24,Fuel,Online,Urban,No
TXN100493,2024-04-30,18:37,4733.97,Groceries,Contact,Rural,Yes
TXN100494,2024-12-16,20:50,132.26,Other,Contact,Rural,No
TXN100495,2024-10-17,05:46,140.44,Travel,Online,Urban,No
TXN100496,2024-11-09,13:06,3321.11,Bills & Utilities,AutoPay,Urban,Yes
TXN100497,2024-07-25,04:37,169.1,Fuel,AutoPay,Urban,Yes
TXN100498,2024-10-15,17:36,3401.27,Groceries,QR,Rural,Yes
TXN100499,2024-08-23,20:11,2457.92,Groceries,Contact,Rural,Yes
